Unnamed: 0_level_0,[115],[21113],[22111],[2319],[2417],[2515],[2613],[2711],[31112],[3121110],[312218],[312316],[312414],[312512],[3126],[3219],[322117],[322215],[322313],[322411],[3316],[332114],[332212],[3323],[3413],[342111],[35],[41111],[412119],[412217],[412315],[412413],[412511],[413118],[41312116],[41312214],[41312312],[413124],[413215],[41322113],[41322211],[413312],[413321],[4217],[422115],[422213],[422311],[423114],[42312112],[423122],[423211],[4313],[432111],[4331],[51110],[512118],[512216],[512314],[512412],[5125],[513117],[51312115],[51312213],[51312311],[513214],[51322112],[513222],[513311],[514116],[51412114],[51412212],[514123],[51413113],[5141312111],[514132],[514212],[514221],[5215],[522113],[522211],[523112],[523121],[524111],[53],[6119],[612117],[612215],[612313],[612411],[613116],[61312114],[61312212],[613123],[613213],[61322111],[6133],[614115],[61412113],[61412211],[61413112],[61413121],[614211],[615114],[61512112],[615122],[61513111],[615141],[6213],[622111],[6231],[7118],[712116],[712214],[712312],[7124],[713115],[71312113],[71312211],[713212],[713221],[714114],[71412112],[714122],[71413111],[7142],[715113],[71512111],[715131],[716112],[716121],[7211],[8117],[812115],[812213],[812311],[813114],[81312112],[813122],[813211],[814113],[81412111],[814131],[815112],[815121],[816111],[8171],[9116],[912114],[912212],[9123],[913113],[91312111],[9132],[914112],[914121],[915111],[9161],[10115],[1012113],[1012211],[1013112],[1013121],[1014111],[10151],[11114],[1112112],[11122],[1113111],[11141],[12113],[1212111],[12131],[13112],[13121],[14111],[151]
s[413312],80080,-9152,1232,-192,-48,0,80,0,-2552,208,56,24,-24,0,-40,-8,-62,-4,6,0,43,1,-1,-3,4,-8,10,1232,-224,0,16,-16,0,56,4,0,4,8,-4,-2,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,120,48,-8,8,-8,0,-27,3,1,-1,-3,3,1,3,-8,-4,0,-4,1,-1,1,0,0,10,-2,2,-2,-2,2,0,-216,6,-12,2,0,9,3,-3,-1,0,0,0,4,2,0,1,-1,0,-1,1,3,-1,-1,-4,0,2,56,4,0,4,8,-4,-2,0,-1,1,0,0,0,0,0,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,-1,-3,1,1,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[41322211],128700,-17160,2420,-240,12,40,-60,0,-2970,90,-34,-6,6,10,30,216,6,-4,-6,0,-9,3,-1,3,0,0,0,2420,-208,12,-8,4,0,-34,14,6,-2,-2,-4,2,0,-1,-1,-12,-8,-4,0,-6,-2,2,0,12,0,-6,-350,70,10,-10,2,-10,-35,-5,1,-1,1,1,1,1,10,2,2,2,1,-1,1,-2,2,0,0,0,0,0,0,0,-216,-6,4,6,0,9,-3,1,-3,0,0,0,4,-2,0,1,1,0,-1,-1,-1,-1,-1,0,0,0,110,-10,-2,-2,-2,5,-1,1,-1,-1,-2,2,-2,1,2,0,0,0,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,3,-1,3,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[41322113],135135,-21879,2739,-387,-9,65,-21,21,891,351,27,-9,-21,-1,-21,-405,-27,15,9,3,27,-9,3,-9,0,0,0,759,-231,35,5,-1,1,111,-9,-1,-1,-1,3,-3,-1,3,3,-37,-3,-1,1,-1,3,-1,-1,3,-3,3,-210,-14,-6,-2,6,10,21,1,-3,1,0,-2,0,-3,4,4,0,0,1,1,-2,-2,2,-5,1,-1,1,1,-1,0,-27,15,-7,3,-3,-9,3,-1,3,0,0,0,5,-1,1,-1,-1,1,-2,0,-2,1,0,0,0,0,70,10,2,-2,-2,-5,1,-1,1,1,-4,0,0,-1,-2,0,0,0,1,1,0,-35,-5,1,-1,1,1,1,1,1,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[413215],57330,-12012,1582,-168,42,60,-90,0,3213,63,-35,-33,-3,15,45,-378,42,22,-6,6,-18,-6,-2,-6,0,0,0,-1078,-56,14,-12,18,0,119,-11,-1,-3,-9,2,-2,2,2,-2,-14,12,-2,0,1,3,1,-2,-6,0,3,245,-7,17,-3,-3,-15,-7,-7,5,-3,2,2,2,2,-13,-1,-1,3,-1,-1,2,1,-3,10,-2,2,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,-4,-2,0,1,-1,1,-2,2,0,-1,1,1,0,0,9,3,1,3,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,-2,0,-2,1,0,0,0,0,0,0,0,0
s[413124],50050,-8580,1430,-88,10,20,30,0,-275,-195,-55,-7,-11,5,-15,268,54,8,2,4,-53,-3,-1,-7,4,12,-20,1210,-8,6,-4,-14,0,-113,-5,3,-1,7,4,-2,0,-5,1,34,4,6,0,1,1,-3,4,-6,0,3,-525,35,15,7,-5,-5,0,-10,0,-2,3,-1,3,-3,5,-3,1,1,2,0,-1,-1,-1,0,0,0,0,0,0,0,56,-14,-4,6,0,11,1,-1,-3,2,-2,2,-4,-2,0,-1,1,0,1,1,1,1,1,0,0,0,35,-5,-5,3,3,5,1,1,2,-2,-1,-1,-1,-1,-1,0,0,0,0,0,0,-6,4,-2,0,-3,1,1,0,2,0,-1,-1,-1,0,1,-5,3,-1,-1,-2,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[41312312],108108,-20592,3300,-288,-36,-16,-12,0,1782,-324,-42,36,6,-4,6,162,36,-18,0,-6,-27,9,-3,9,0,0,0,1320,-48,8,8,8,0,-84,-6,-4,2,-4,6,0,2,-3,-3,20,0,-4,0,2,0,2,2,0,0,0,-852,28,0,-8,4,4,27,1,3,1,-3,1,-3,3,10,2,-2,-2,1,-1,1,0,0,-12,-2,0,-3,1,0,3,216,6,-4,-6,0,-9,3,-1,3,0,0,0,-4,2,0,-1,-1,0,1,1,1,1,1,0,0,0,7,-5,3,-1,-1,4,-2,0,1,1,-3,1,1,0,-1,2,0,-1,-1,-1,0,-20,0,4,0,-2,0,-2,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[41312214],91000,-20800,3400,-320,-40,0,40,0,5500,-400,-20,40,-4,0,-20,-260,20,-20,4,-4,10,8,-2,4,-8,-4,10,-1200,0,0,0,-16,0,120,0,0,0,8,0,0,0,6,0,-40,0,8,0,-4,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,20,0,4,0,-20,2,0,-2,-2,2,-2,0,-4,0,0,2,0,0,0,0,0,0,4,0,-2,-70,-10,-2,2,2,5,-1,1,-1,-1,4,0,0,1,2,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,-2,-2,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,-3,1,1,0,-1,0,0,0,0,0,0,0
s[41312116],42042,-12012,2310,-168,-14,-4,-2,0,5313,-609,-63,15,1,-1,1,-42,84,-6,0,-2,-51,3,-3,3,-6,12,-15,-2310,168,14,4,2,0,63,-15,-1,1,-1,6,0,2,3,-3,-14,-4,-2,0,1,-1,1,-2,2,0,-1,777,-7,5,-3,1,1,-42,-4,2,0,3,-1,-1,-6,-5,3,-1,-1,-2,0,1,1,1,12,-2,0,3,1,0,-3,-168,-14,-4,-2,0,15,1,-1,1,0,-2,3,4,2,0,1,-1,0,-3,1,1,0,-1,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2,0,-1,1,-1,2,-2,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-2,0,-1,1,0,1,0,0,0,0,0,2,0,-1,0,0,0,0
s[413118],9450,-3420,870,-72,-30,-20,30,0,2025,-405,-15,27,9,-5,-15,162,36,-18,0,-6,-27,9,-3,9,0,0,0,-1110,168,14,4,-14,0,-57,-15,-1,1,7,6,0,2,-3,-3,26,-4,6,0,5,-1,-3,2,-6,0,3,525,-35,-15,-7,5,5,0,10,0,2,-3,1,-3,3,-5,3,-1,-1,-2,0,1,1,1,0,0,0,0,0,0,0,-216,-6,4,6,0,9,-3,1,-3,0,0,0,4,-2,0,1,1,0,-1,-1,-1,-1,-1,0,0,0,70,10,2,-2,-2,-5,1,-1,1,1,-4,0,0,-1,-2,0,0,0,1,1,0,-14,-4,-2,0,1,-1,1,-2,2,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,-1,-1,0,0
s[412511],27027,-6435,1419,-171,-45,61,-21,21,891,-351,27,9,-21,1,-21,243,9,3,9,3,-27,-9,-3,-9,0,0,0,561,15,1,-1,1,-1,-111,-9,1,-1,1,9,3,1,3,-3,71,9,-1,1,-1,-3,-1,-1,-3,3,-3,-483,35,9,-1,5,11,21,-1,-3,-1,3,-1,3,3,-19,-5,1,-1,-1,1,-1,1,-1,7,5,-1,1,-1,1,-3,189,-21,-11,3,-3,9,3,1,3,0,0,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,0,0,0,-35,5,5,-3,-3,-5,-1,-1,-2,2,1,1,1,1,1,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
s[412413],35100,-9360,2100,-288,-84,80,-60,0,2430,-540,78,36,-18,20,30,162,-36,-18,0,-6,27,9,3,9,0,0,0,-120,48,-8,-8,8,0,-36,6,4,-2,-4,-6,0,-2,-3,3,20,0,-4,0,2,0,2,2,0,0,0,-300,20,0,-8,-4,-20,15,5,3,1,-3,-1,-3,-3,-10,-2,2,2,-1,1,-1,0,0,0,0,0,0,0,0,0,216,-6,-4,6,0,-9,-3,-1,-3,0,0,0,4,2,0,1,-1,0,1,-1,1,1,-1,0,0,0,-89,-1,7,-1,7,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,2,20,0,-4,0,2,0,2,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,0,0,0,0,0,0,0
s[412315],25025,-7865,1925,-277,-71,95,-35,35,3245,-635,77,29,-35,5,-35,113,-29,-7,11,1,23,1,-1,-7,5,-5,5,-1155,147,-7,-17,5,-5,21,9,5,1,5,-9,-3,-1,-3,3,-35,-5,1,-1,1,1,1,1,1,-1,1,300,-20,0,8,4,20,-15,-5,-3,-1,3,1,3,3,10,2,-2,-2,1,-1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-56,-4,0,-4,-8,4,2,0,1,-1,0,0,0,0,0,-1,1,-1,-1,1,0,35,5,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,1,0,-10,-2,2,2,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0
s[412217],11088,-4224,1232,-192,-48,64,-48,0,2376,-576,56,24,-24,16,24,216,-6,-4,6,0,-9,-3,-1,-3,0,0,0,-1232,224,0,-16,16,0,-56,-4,0,-4,-8,4,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,568,-64,-8,8,-8,-16,1,-1,1,-1,1,-1,1,1,8,4,0,4,-1,1,-1,0,0,-2,-4,2,1,-1,-2,3,-216,6,4,-6,0,9,3,1,3,0,0,0,-4,-2,0,-1,1,0,-1,1,-1,-1,1,0,0,0,56,4,0,4,8,-4,-2,0,-1,1,0,0,0,0,0,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-3,-1,-3,0,0,0,1,-1,1,0,4,2,0,1,-1,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0
s[412119],2925,-1365,505,-105,-27,35,-15,15,945,-315,49,21,-15,5,-15,189,-21,-11,3,-3,9,3,1,3,0,0,0,-595,163,-7,-17,5,-5,-91,1,5,1,5,-1,1,-1,-1,1,37,3,1,-1,1,-3,1,1,-3,3,-3,350,-70,-10,10,-2,10,35,5,-1,1,-1,-1,-1,-1,-10,-2,-2,-2,-1,1,-1,2,-2,0,0,0,0,0,0,0,-189,21,11,-3,3,-9,-3,-1,-3,0,0,0,1,-1,1,1,-1,-1,1,1,1,1,1,0,0,0,90,0,-6,0,-6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,-1,-35,-5,1,-1,1,1,1,1,1,-1,1,0,0,-1,0,9,3,1,3,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
s[41111],364,-208,100,-32,-4,16,-12,0,166,-76,22,4,-10,4,6,58,-16,-2,4,2,13,-1,1,-5,4,-4,4,-120,48,-8,-8,8,0,-36,6,4,-2,-4,-6,0,-2,-3,3,20,0,-4,0,2,0,2,2,0,0,0,84,-28,0,8,-4,-4,21,-1,-3,-1,3,-1,3,3,-10,-2,2,2,-1,1,-1,0,0,4,2,0,1,-1,0,-1,-56,14,4,-6,0,-11,-1,1,3,-2,2,-2,4,2,0,1,-1,0,-1,-1,-1,-1,-1,0,0,0,35,-5,-5,3,3,5,1,1,2,-2,-1,-1,-1,-1,-1,0,0,0,0,0,0,-20,0,4,0,-2,0,-2,-2,0,0,0,0,0,0,1,10,2,-2,-2,1,-1,1,0,0,0,1,-4,-2,0,-1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,-1
s[35],6006,-858,198,-42,6,-10,-10,70,-330,6,6,6,6,-10,-10,30,-12,-6,0,6,12,6,0,-6,-6,6,30,198,-42,-2,-2,6,-10,6,6,-2,-2,6,-6,0,-2,0,-6,2,2,2,2,2,2,2,2,-6,-6,-6,6,22,-2,-2,6,-10,-15,1,1,1,0,-2,4,-3,-2,-2,-2,-2,1,1,4,2,2,6,2,-2,0,-4,-2,6,-42,0,2,-4,-2,6,0,2,-4,0,0,-6,-2,0,2,-2,0,2,-2,0,2,1,-2,2,-2,2,14,-4,2,0,6,-1,-1,-1,2,2,2,0,-2,-1,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[342111],30030,-5148,1122,-264,54,-20,10,0,-957,27,27,3,3,-5,-5,78,-36,-6,0,6,33,9,-3,-3,-12,0,-30,858,-168,14,-4,2,0,15,15,-1,-1,-1,-18,0,2,3,3,-2,-4,2,0,7,-1,-1,-2,-6,0,3,-105,77,-13,1,-1,5,-42,2,2,-2,3,-1,-1,3,3,-3,-1,1,0,0,-3,3,1,10,2,2,-2,2,-2,0,-120,-6,4,-2,0,21,-3,1,1,0,0,6,-4,2,0,-1,-1,0,-5,-1,-1,1,1,4,0,-2,70,-10,2,2,-2,-5,-1,-1,1,-1,4,0,0,1,-2,0,0,0,-1,1,0,-14,4,-2,0,1,1,1,-2,-2,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[3413],25025,-5005,1045,-273,57,-5,45,-105,-55,35,37,-9,-15,-5,45,-70,-28,10,12,-6,32,-10,-8,6,8,8,20,385,-121,21,3,-7,15,49,-1,-3,3,-7,-8,2,0,-2,-4,-19,-1,1,-5,5,-1,1,2,-3,3,-3,-75,35,-15,7,-3,-5,-15,5,-3,1,0,2,0,-3,5,-1,1,3,-1,-1,2,1,-1,0,0,0,0,0,0,0,-42,0,-2,0,6,6,0,-2,0,0,0,-6,0,2,0,0,2,-2,-2,0,-2,1,0,0,0,0,42,0,2,0,-6,-6,0,2,0,0,0,-2,0,0,2,2,0,-1,0,0,0,-21,1,-1,-3,3,1,-1,0,-1,1,-1,-1,1,0,0,5,-1,1,3,-1,-1,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[3323],21450,-4290,990,-222,66,-10,-10,-70,-330,-60,6,-12,6,20,-10,111,3,3,-9,-9,-15,3,9,3,-6,-6,30,660,-84,16,-8,-4,20,-36,6,4,-2,-4,-3,-3,1,3,-3,14,-6,2,-2,2,0,2,-1,0,0,0,-225,55,-5,3,-9,15,-15,-5,1,3,6,-2,-2,0,5,1,1,-3,-1,1,2,-1,-1,0,0,0,0,0,0,0,-15,-15,5,5,-7,15,-3,-1,5,0,0,-6,-5,-1,-1,1,-1,1,0,0,0,0,0,2,2,2,44,-6,-4,2,-4,-1,3,-1,-1,3,2,0,2,-1,0,-1,-1,-1,-1,-1,2,-14,6,-2,2,-2,0,-2,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[332212],45045,-9867,2233,-543,141,-35,-15,105,297,-117,49,-21,9,-5,-15,27,-15,7,-3,3,9,-3,1,-3,0,0,0,847,-161,35,-5,7,-25,7,1,-1,1,7,-5,1,-1,1,1,-7,-7,-3,5,5,-1,-3,-1,3,3,3,-370,78,-22,2,6,-10,-13,3,-1,-1,2,0,2,-1,12,4,0,0,-3,1,0,-2,-2,-10,-2,-2,2,-2,2,0,27,-15,7,-3,3,9,-3,1,-3,0,0,0,-5,1,-1,1,1,-1,2,0,2,-1,0,0,0,0,56,-4,0,-4,8,-4,2,0,-1,-1,0,0,0,0,0,1,1,1,-1,-1,0,-35,5,1,1,1,-1,1,1,-1,-1,-1,0,0,1,0,9,-3,1,-3,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[332114],35035,-9009,2079,-525,147,-25,-9,-21,1771,-189,63,-33,3,11,-9,-182,0,18,0,-6,16,-18,0,6,16,0,-20,-231,-63,21,-3,1,9,105,-15,-3,-3,1,0,6,0,-6,0,-49,11,3,-1,-1,-1,3,2,-3,-3,-3,-35,21,-11,5,-3,5,-14,6,-2,2,-2,0,-2,1,9,-3,1,-3,0,0,0,1,1,-5,1,-1,1,1,-1,0,42,0,2,0,-6,-6,0,2,0,0,0,6,0,-2,0,0,-2,2,2,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,-1,-1,3,3,-1,-1,0,1,1,1,-1,-1,0,0,16,0,0,0,-2,0,-2,0,0,1,0,-5,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[3316],12740,-4004,1036,-252,84,-20,-36,84,1484,-224,28,-24,12,16,-36,-70,28,10,-12,-6,-22,-8,10,0,8,-8,20,-616,56,0,0,8,-24,56,-16,0,0,8,8,2,0,-4,2,-28,12,-4,4,-4,0,-4,2,0,0,0,210,-14,6,-2,-6,10,-21,1,3,1,0,-2,0,3,4,-4,0,0,1,-1,-2,2,2,5,1,1,-1,1,-1,0,-42,0,-2,0,6,6,0,-2,0,0,0,-6,0,2,0,0,2,-2,-2,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,-3,-1,1,2,-1,-1,0,0,-5,-1,-1,1,-1,1,0,2,0,2,-1,0,0,0,0,0,0,0,0
s[322411],25025,-6435,1705,-419,113,-35,25,-35,605,-285,49,-17,5,-5,25,188,6,4,-2,-4,-40,0,4,4,2,-6,-10,605,-43,13,-3,-3,5,-91,-1,1,3,-3,14,-4,-2,2,2,57,-3,1,-3,-3,3,1,0,-3,-3,-3,-450,70,-10,6,-2,-10,15,-5,-1,3,3,1,-1,0,-10,2,-2,2,-1,-1,-1,2,2,0,0,0,0,0,0,0,148,-34,4,-2,4,10,2,-2,-2,-2,2,4,-6,0,2,0,0,0,3,1,-1,0,-1,-2,-2,-2,-7,5,-3,1,1,-4,2,0,-1,-1,3,-1,-1,0,1,-2,0,1,1,1,0,-15,5,1,-3,-3,-1,1,0,1,1,1,0,0,0,-1,5,-3,1,1,2,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[322313],32032,-9152,2464,-640,160,-64,32,0,1936,-464,112,-16,16,-16,-16,64,-20,-8,-4,16,10,10,-2,-10,-8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-288,48,-16,0,0,16,6,6,2,-6,-6,0,2,0,0,0,0,0,0,0,0,0,0,-8,-2,4,1,1,0,-3,176,-20,8,-4,0,-10,-2,2,2,2,-2,-4,0,0,0,0,0,0,6,0,-2,0,0,-4,0,2,-56,4,0,4,-8,4,-2,0,1,1,0,0,0,0,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-2,-2,2,1,1,1,0,0,0,-1,-4,2,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s[322215],22113,-7371,2133,-567,153,-51,45,-63,2673,-567,117,-27,9,-15,45,0,0,0,0,0,0,0,0,0,0,0,0,-945,135,-21,3,-9,15,63,-9,3,3,-9,0,0,0,0,0,-51,9,1,-3,-3,-3,1,0,3,3,3,243,-21,3,3,3,-21,-27,3,-3,3,0,0,0,0,15,-5,-1,3,3,1,0,-1,-1,-2,4,-2,-2,-2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,0,-2,0,6,6,0,-2,0,0,0,2,0,0,-2,-2,0,1,0,0,0,21,1,1,-3,-3,1,1,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,2,0,0,0,-1,3,-1,-1,0,1,0,0,0,0,0,0,0
s[322117],9100,-3640,1220,-336,92,-40,20,0,1870,-490,86,-18,14,-10,-10,112,14,-4,-6,8,-35,5,5,-3,-2,-4,-5,-980,208,-28,8,-4,0,-14,-14,2,2,2,16,-2,-4,1,1,-12,8,-4,0,-6,2,2,0,4,0,-2,450,-70,10,-6,2,10,-15,5,1,-3,-3,-1,1,0,10,-2,2,-2,1,1,1,-2,-2,0,0,0,0,0,0,0,-168,14,-4,2,0,15,-1,-1,-1,0,2,3,-4,2,0,-1,-1,0,-3,-1,1,0,1,2,0,-1,42,0,2,0,-6,-6,0,2,0,0,0,-2,0,0,2,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,0,0,3,1,-1,0,-1,-2,0,1,0,0,0,0
s[3219],1925,-935,385,-123,29,-15,25,-35,605,-215,49,-3,5,-15,25,104,-8,-8,0,8,-10,10,-2,-6,-7,1,5,-385,119,-21,3,-9,15,-49,-1,3,3,-9,8,-4,0,2,2,21,1,1,-3,-3,1,1,0,-1,-1,-1,225,-55,5,-3,9,-15,15,5,-1,-3,-6,2,2,0,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,-120,20,0,4,-8,0,-4,0,4,3,-1,-3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,56,-4,0,-4,8,-4,2,0,-1,-1,0,0,0,0,0,1,1,1,-1,-1,0,-21,-1,-1,3,3,-1,-1,0,1,1,1,-1,-1,0,0,5,1,1,-3,-1,1,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,0,0
s[3126],5005,-1573,517,-157,45,-5,5,35,253,-133,37,-13,-3,-5,5,91,-7,7,5,3,-17,-7,-5,5,10,2,10,143,1,-1,1,-1,-15,-49,1,-1,1,-1,11,1,-1,-1,1,41,-1,1,7,-7,-1,1,-1,3,-3,3,-155,27,-3,3,5,-5,13,-3,-3,-3,1,3,-3,-2,-17,1,-1,1,1,1,1,1,-1,10,2,2,-2,2,-2,0,77,-21,1,-1,5,5,3,1,-1,-4,0,-4,1,-1,-3,1,-1,1,-3,-1,1,0,1,2,2,2,-21,9,-1,-3,3,-6,0,2,0,0,3,1,-1,0,-1,-1,-1,-1,0,0,0,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[312512],11583,-3861,1287,-405,111,-21,-9,-21,891,-351,111,-27,3,9,-9,162,-36,6,0,-6,0,0,0,0,0,0,0,99,27,-13,3,3,11,-69,9,-1,-3,3,6,0,2,0,0,55,-5,-1,-5,-5,1,-1,-2,3,3,3,-252,44,-8,0,-4,4,21,-1,1,3,-3,-1,1,0,-26,2,2,-2,1,-1,1,0,0,13,-1,-3,1,-1,-1,3,162,-36,6,0,-6,0,0,0,0,0,0,0,6,0,2,0,0,-2,-3,-1,1,0,1,0,0,0,-65,17,-1,1,-1,-5,-1,-1,1,-1,1,-1,1,1,-1,0,2,0,1,-1,-2,15,-5,-1,3,3,1,-1,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[312414],11375,-4225,1475,-485,135,-25,-5,35,1475,-475,155,-35,3,5,-5,125,-55,5,1,-3,35,5,-1,1,-10,2,-10,-375,105,-35,5,1,-15,-15,15,1,-1,1,-15,-3,1,3,-3,-5,-5,-1,7,7,1,-1,1,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,-15,5,1,5,-5,-3,-1,1,4,0,4,5,1,-3,-1,1,1,0,0,0,0,0,-2,2,-2,-70,10,-2,-2,2,5,1,1,-1,1,-4,0,0,-1,2,0,0,0,1,-1,0,35,-5,-1,-1,-1,1,-1,-1,1,1,1,0,0,-1,0,-10,2,2,-2,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,-1,0,0,0,0,0,0,0
s[312316],7007,-3003,1155,-399,119,-19,-5,-7,1463,-483,147,-39,-1,5,-5,140,-42,12,6,-4,14,-6,-6,6,5,3,5,-693,189,-49,9,3,5,-21,9,-1,-3,3,-6,0,2,0,0,-21,1,-1,-3,3,1,-1,0,-1,1,-1,287,-63,15,1,-1,1,-7,-3,-3,1,5,3,-3,-1,17,-1,1,-1,-1,-1,-1,-1,1,-8,2,0,-2,2,2,-3,-84,14,-4,-2,-4,6,2,2,-2,-3,-1,-3,-6,0,2,0,0,0,1,-1,1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-1,1,3,-3,-1,1,0,1,-1,1,1,-1,0,0,-16,0,0,0,2,0,2,0,0,-1,0,6,0,-2,0,0,0,1,0,0,0,0,0,-1,1,-1,0,0,0,0
