Unnamed: 0_level_0,[114],[21112],[22110],[2318],[2416],[2514],[2612],[27],[31111],[312119],[312217],[312315],[312413],[312511],[3218],[322116],[322214],[322312],[3224],[3315],[332113],[332211],[3412],[3421],[41110],[412118],[412216],[412314],[412412],[4125],[413117],[41312115],[41312213],[41312311],[413214],[41322112],[413222],[413311],[4216],[422114],[422212],[4223],[423113],[42312111],[4232],[4312],[4321],[5119],[512117],[512215],[512313],[512411],[513116],[51312114],[51312212],[513123],[513213],[51322111],[5133],[514115],[51412113],[51412211],[51413112],[51413121],[514211],[5214],[522112],[5222],[523111],[5241],[6118],[612116],[612214],[612312],[6124],[613115],[61312113],[61312211],[613212],[613221],[614114],[61412112],[614122],[61413111],[6142],[615113],[61512111],[615131],[6212],[6221],[7117],[712115],[712213],[712311],[713114],[71312112],[713122],[713211],[714113],[71412111],[714131],[715112],[715121],[716111],[72],[8116],[812114],[812212],[8123],[813113],[81312111],[8132],[814112],[814121],[815111],[8161],[9115],[912113],[912211],[913112],[913121],[914111],[9151],[10114],[1012112],[10122],[1013111],[10141],[11113],[1112111],[11131],[12112],[12121],[13111],[141]
s[712311],20384,1792,-448,0,96,0,0,0,980,-224,-28,0,-12,0,-28,-8,-4,0,-12,26,10,2,8,-8,448,0,32,0,0,0,28,0,-4,0,4,0,-4,-2,32,0,0,0,-4,0,-4,0,0,14,-28,2,0,6,-10,-4,2,0,2,2,-4,-2,0,2,-2,0,2,-6,2,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,-1,0,0,0,0,0,1,-1,1,0,0,0,0
s[712213],21021,1155,-819,-77,77,-45,-35,35,1617,-105,21,19,-7,15,105,3,-3,7,17,-12,-6,0,-3,3,315,-91,19,-3,-5,5,21,-1,1,3,-3,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,21,-35,1,-7,-3,-3,-5,1,-1,0,-2,3,-5,-1,-1,1,-1,1,-4,0,-4,2,0,7,5,3,1,-1,4,2,0,1,-1,3,1,-1,0,-1,2,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
s[712115],9504,0,-576,0,96,0,0,0,1188,0,12,0,-12,0,180,0,-12,0,-12,0,0,0,0,0,0,-128,0,0,0,0,0,-8,0,0,0,4,0,0,-32,0,0,0,4,0,4,0,0,54,0,14,0,6,18,0,2,0,0,0,0,0,2,0,0,2,-2,4,0,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,-2,0,-2,-2,0,-2,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
s[7117],1716,-132,-132,36,36,-20,-20,20,330,-6,-6,-6,-6,10,78,-6,-6,6,6,15,3,3,6,-6,-48,-48,8,8,0,0,-6,-6,2,2,0,0,-4,-3,-20,4,4,-4,-2,-2,-2,0,0,36,8,8,-4,-4,15,-1,-1,-1,3,-1,0,2,2,-2,-1,-1,0,6,-2,-2,0,2,-6,-6,-2,-2,2,-3,-3,1,0,0,-4,0,0,-1,2,-1,-1,2,-2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
s[6221],6435,1485,375,81,27,5,15,105,0,54,0,6,0,-10,63,-9,3,3,-9,-18,0,6,0,0,-225,-15,-5,-3,7,25,30,0,-2,0,-3,-3,1,0,15,1,3,5,0,-2,3,3,-3,-120,-20,0,-4,-8,0,4,0,-4,3,1,-3,0,0,0,0,0,0,0,0,0,0,0,-21,-9,-1,3,3,-6,0,2,0,0,-3,1,1,0,-1,-1,1,-1,0,0,9,1,-3,-3,0,-2,0,0,-1,-1,2,-1,1,0,2,5,3,1,-1,2,0,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[6212],7007,1463,287,7,-17,-25,15,-105,77,77,-7,1,-11,5,77,-13,5,-5,13,-13,5,-1,-4,-4,-217,7,-1,-1,7,-25,35,-5,-1,-1,-1,1,-1,-1,19,-5,3,-5,1,1,1,3,3,-133,-7,7,-3,3,2,2,-2,6,2,2,2,3,-3,-1,0,0,-1,2,-2,2,2,-2,-35,-5,5,3,-3,-5,1,-1,-2,-2,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[615131],15015,2805,615,141,39,5,-25,-35,-330,6,6,6,6,-10,48,6,0,6,0,3,-3,3,-6,6,-435,-69,-11,-5,-3,-5,6,6,-2,-2,6,0,-2,-3,-1,5,-1,-3,2,2,-4,-3,3,-105,-35,-5,1,-1,-15,1,1,1,3,1,3,-5,1,-1,1,1,-1,0,0,0,0,0,36,-6,-4,2,4,-9,-3,-1,0,0,-2,0,-2,1,0,1,-1,1,2,-2,35,5,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,1,0,9,3,1,3,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[61512111],36608,5632,768,0,0,0,0,0,-352,64,-48,0,0,0,128,-32,0,0,0,-22,-2,-6,8,-8,-768,0,0,0,0,0,48,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,-272,-8,8,0,0,-2,4,2,0,-2,-2,-2,-8,0,0,-2,0,0,-2,2,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,-2,0,5,1,1,2,2,0,-1,1,-1,0,-2,0,0,0,0,0,0,0,0,0,0,0,-4,-2,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s[615113],21021,2541,21,-203,-67,-19,21,21,231,147,-21,7,-1,11,105,-15,9,1,-7,15,3,3,-12,12,-399,49,1,1,1,1,21,-11,1,1,9,1,1,-3,9,-7,1,1,3,-1,-3,-3,-3,-189,21,11,-3,3,-9,-3,-1,-3,0,0,0,1,-1,1,1,-1,-1,1,1,1,1,1,-35,5,5,-3,-3,-5,-1,-1,-2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
s[6142],9009,1485,309,81,9,5,45,105,-297,-27,15,-3,-9,5,0,18,0,-6,0,18,0,-6,0,0,-225,-57,-5,3,7,15,-15,3,1,3,6,0,-2,0,-3,1,1,5,3,1,0,3,3,-6,-20,-6,-4,-6,-12,-2,0,2,0,-2,3,0,-2,0,0,-2,2,4,0,4,-2,0,42,0,2,0,-6,-6,0,2,0,0,0,-2,0,0,2,2,0,-1,0,0,21,1,1,-3,-3,1,1,0,-1,-1,-1,1,1,0,0,5,1,1,-3,-1,1,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[61413111],50050,6050,650,90,-30,-30,10,-70,-1100,-160,20,0,-12,0,-50,20,2,0,6,10,2,2,-2,2,-650,-90,-10,6,6,-10,-20,0,-4,0,-2,0,2,-2,-10,6,-2,-2,-4,0,2,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,6,4,2,0,0,0,0,0,6,0,2,0,-2,0,0,0,-2,2,35,-5,-1,-1,-1,1,-1,-1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[614122],42042,4158,182,42,66,70,30,210,-693,-189,-49,-9,3,-5,-21,-9,-1,3,3,-6,0,2,0,0,-252,28,-8,0,-4,20,21,1,1,-3,-3,1,1,0,-10,2,2,-2,-1,-1,-1,0,0,-28,28,-8,-8,-4,17,1,1,1,-1,1,-1,-2,-2,2,1,1,0,2,-2,2,2,-2,21,9,1,-3,-3,6,0,-2,0,0,3,-1,-1,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,2,2,-2,-1,-1,-1,0,0,0,1,-6,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[61412112],69498,5346,-486,-270,-54,18,-54,-126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-486,90,18,18,-6,-6,0,0,0,0,0,0,0,0,-18,6,-2,6,0,0,0,6,6,-162,36,-6,0,6,0,0,0,0,0,0,0,-6,0,-2,0,0,2,3,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-9,-3,3,0,0,0,0,-3,-1,0,-1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1,0,-1,0,0,0,0,0,0,0
s[614114],28665,945,-735,-231,9,65,-15,105,945,189,21,9,9,5,63,9,3,-3,-9,18,0,-6,0,0,-315,21,-19,-3,-11,5,-21,-9,-1,3,3,-3,-1,0,9,1,1,-7,-3,1,3,-3,-3,-105,35,-5,-1,-1,-15,-1,1,-1,3,-1,3,5,1,1,-1,1,-1,0,0,0,0,0,-21,9,-1,-3,3,-6,0,2,0,0,3,1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0
s[613221],35035,2695,35,119,11,-25,-45,-105,-770,-266,14,14,14,-10,-98,4,2,8,-10,7,-5,-1,4,4,35,-21,-29,-13,3,-5,14,-6,-2,2,2,0,-2,-1,11,-1,3,-1,2,2,2,3,3,105,35,5,-1,1,15,-1,-1,-1,-3,-1,-3,5,-1,1,-1,-1,1,0,0,0,0,0,14,-4,2,0,6,-1,-1,-1,2,2,2,0,-2,-1,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,3,-1,3,0,0,0,-1,-1,1,0,-5,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[613212],48048,2640,-432,-16,-80,-48,80,112,-264,-168,72,8,-8,24,-120,12,0,-4,-8,-12,-6,0,6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,20,8,4,0,6,2,2,-2,0,2,3,0,0,0,0,0,0,-2,0,-2,1,0,8,-20,0,-4,-8,-4,-2,0,2,-2,0,0,0,0,0,-2,0,1,2,-2,14,-6,2,-2,2,0,2,-1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-1,0,0,0,0,0,0,0,0
s[61312211],63063,2079,-861,147,63,23,-21,-21,0,-378,0,-18,0,-10,-63,9,-3,-3,9,18,0,-6,0,0,441,105,5,-3,1,1,42,0,2,0,3,3,-1,0,3,-5,-1,-1,0,-2,-3,-3,-3,-42,14,-6,2,-2,0,2,0,2,-3,-1,3,-4,0,0,2,0,-2,3,-1,-1,0,1,-21,-9,-1,3,3,-6,0,2,0,0,-3,1,1,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,3,-1,-1,-2,0,1,1,1,0,-1,0,0,0,0,0,0,0,3,-1,-1,0,1,0,0,0,0,0,0,0
s[61312113],59904,0,-1536,0,0,0,0,0,1728,0,96,0,0,0,0,0,0,0,0,-36,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96,0,-16,0,0,-12,0,-4,0,0,0,-6,0,0,0,0,0,0,4,0,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,6,0,-2,0,0,0,0,2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0
s[613115],21021,-1155,-819,77,77,45,-35,-35,1617,105,21,-19,-7,-15,105,-3,-3,-7,17,-12,6,0,-3,-3,-315,-91,-19,-3,5,5,-21,-1,-1,3,3,-1,-1,0,1,1,1,1,1,1,1,1,1,21,35,1,7,-3,-3,5,1,1,0,2,3,5,-1,1,-1,-1,1,-4,0,-4,2,0,-7,5,-3,1,1,-4,2,0,-1,-1,3,-1,-1,0,1,-2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
s[6124],14014,-154,-266,126,30,6,54,126,154,-154,-14,-18,-6,6,28,8,4,0,12,28,8,4,-8,8,266,42,10,-6,-6,-6,14,-6,-2,-6,-4,0,4,-4,10,2,2,-6,-2,2,4,6,6,-56,-14,4,6,0,-11,1,1,-3,-2,-2,-2,-4,2,0,-1,-1,0,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,1,1,-1,1,1,-1,0,0,0,0,0,0,0
s[612312],28665,-945,-735,231,9,-65,-15,-105,945,-189,21,-9,9,-5,63,-9,3,3,-9,18,0,-6,0,0,315,21,19,-3,11,5,21,-9,1,3,-3,-3,1,0,9,-1,1,7,-3,-1,3,3,-3,-105,-35,-5,1,-1,-15,1,1,1,3,1,3,-5,1,-1,1,1,-1,0,0,0,0,0,21,9,1,-3,-3,6,0,-2,0,0,3,-1,-1,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0
s[612214],21450,-1650,-750,230,10,-50,50,70,1650,-30,30,-10,10,10,120,-30,0,2,-8,-15,-3,-3,3,-3,-150,-90,10,-10,-6,-10,0,0,4,-4,6,0,-2,3,-10,2,-2,-6,2,2,-4,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,4,2,4,5,1,1,-1,1,2,0,2,-1,0,0,0,0,-1,1,-5,-5,-1,-1,-2,-2,2,1,-3,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
s[612116],8085,-1155,-315,189,21,-35,5,-35,1155,-21,-21,-21,3,-5,147,-21,3,3,3,12,6,0,-6,6,-315,-91,21,5,5,5,-21,-1,3,-1,3,-1,3,0,-19,5,-3,5,-1,-1,-1,-3,-3,105,35,5,-1,1,15,-1,-1,-1,-3,-1,-3,5,-1,1,-1,-1,1,0,0,0,0,0,-21,-9,-5,-1,-5,-6,0,-2,0,0,-1,-1,-1,2,-1,-1,1,-1,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
s[6118],1287,-297,-33,63,-9,-25,15,15,297,-27,-15,-3,9,5,63,-9,3,3,-9,18,0,-6,0,0,-117,-21,19,3,-5,-5,-15,-3,1,-3,-3,-3,1,0,-9,7,-1,-1,-3,1,3,3,3,57,13,-3,-7,1,12,-2,0,2,3,1,3,3,-1,-1,0,2,1,2,-2,2,2,-2,-21,-9,-1,3,3,-6,0,2,0,0,-3,1,1,0,-1,-1,1,-1,0,0,6,4,2,0,3,1,-1,0,2,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s[5241],6006,858,198,42,6,10,-10,-70,-330,-6,6,-6,6,10,30,12,-6,0,6,12,-6,0,-6,-6,-198,-42,2,-2,-6,-10,-6,6,2,-2,6,0,2,0,2,-2,2,-2,2,-2,2,6,-6,6,-22,-2,2,6,-15,-1,1,-1,0,2,-3,2,-2,2,-1,1,2,6,-2,-2,0,2,42,0,-2,-4,2,-6,0,-2,0,0,-2,0,2,-2,-2,2,0,-1,2,2,14,4,2,0,-1,1,-1,2,-2,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[523111],27027,2673,387,9,3,-15,-45,105,-1188,0,-12,0,12,0,90,0,-6,0,-6,0,0,0,0,0,-567,-49,9,-9,-7,15,0,8,0,0,0,2,0,0,-1,-3,-1,5,-4,0,2,-3,3,27,-27,7,9,3,-18,0,-2,0,0,0,0,3,1,-1,0,-2,-1,2,-2,2,2,-2,90,0,-6,0,-6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,14,6,2,2,2,0,2,-1,0,0,0,-1,1,-1,0,-9,-3,-1,-3,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[5222],21450,1650,150,-10,50,10,30,-210,-825,-15,-45,5,-1,25,75,-15,3,-7,11,-15,3,-3,12,12,-300,20,0,-8,-4,-20,15,5,3,1,-3,-1,-3,-3,-10,-2,2,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,-5,-3,3,5,-1,1,2,2,1,-1,1,1,-1,0,0,0,0,0,-5,5,3,-3,1,-1,-3,-2,1,-1,1,0,0,0,2,-10,-2,2,2,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[522112],35035,1925,-105,-175,19,-35,15,105,-770,140,-42,20,-2,-20,91,-25,3,-1,-5,7,-1,3,4,-4,-525,77,15,-7,11,5,0,2,0,2,3,-1,3,-3,-13,-3,-1,-7,2,0,-1,3,-3,-70,0,10,0,-6,-10,0,-2,0,-4,0,2,0,2,0,0,2,2,0,0,0,0,0,35,-5,-5,3,3,5,1,1,2,-2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,-1,1,-2,0,1,-1,1,0,1,4,2,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[5214],14014,154,-266,-126,30,-6,54,-126,154,154,-14,18,-6,-6,28,-8,4,0,12,28,-8,4,-8,-8,-266,42,-10,-6,6,-6,-14,-6,2,-6,4,0,-4,4,10,-2,2,6,-2,-2,4,-6,6,-56,14,4,-6,0,-11,-1,1,3,-2,2,-2,4,2,0,1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
s[514211],21021,1617,273,21,-27,25,25,-35,-1155,-21,21,-21,-3,-5,42,24,-6,0,-6,15,-3,3,6,6,-357,-77,15,7,3,-5,-21,1,3,1,0,-2,0,3,13,-7,1,-3,1,-1,-2,3,3,126,-28,-2,-4,-2,-15,-1,1,-1,-3,-1,0,8,-2,0,-1,1,-2,6,2,-2,0,-2,84,6,4,-2,4,-3,3,1,0,0,-2,0,-2,1,0,-1,1,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[51413121],48048,2112,288,64,16,0,0,0,-2442,-120,-6,4,-2,0,78,6,6,-2,-2,-12,6,0,-12,-12,-288,-64,-16,0,0,0,6,-4,2,0,-6,2,2,0,16,0,0,0,-2,0,-2,0,0,273,7,-7,-1,1,3,-5,-1,-1,3,1,3,7,1,-1,1,1,1,-2,2,-2,-2,2,64,16,0,0,0,4,-2,0,-2,-2,0,0,0,0,0,-1,1,-1,0,0,-35,5,1,1,1,-1,1,1,-1,-1,-1,0,0,1,0,-16,0,0,0,2,0,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[51413112],64064,1408,-128,-128,-64,0,0,0,-2200,112,40,-8,8,0,8,4,-8,4,8,2,4,-2,-4,4,-448,0,32,0,0,0,-28,0,-4,0,-4,0,-4,2,0,0,0,0,0,0,0,0,0,204,-22,12,2,-4,0,2,0,2,3,-1,-3,2,0,2,2,0,0,-6,-2,2,0,2,64,-16,0,0,0,4,2,0,-2,2,0,0,0,0,0,-1,-1,-1,0,0,-14,-6,-2,-2,-2,0,-2,1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[51412211],68640,0,-320,0,96,0,0,0,-1980,0,-68,0,-12,0,84,0,4,0,-12,-12,0,4,0,0,0,128,0,0,0,0,0,8,0,0,0,-4,0,0,-32,0,0,0,4,0,4,0,0,70,0,-10,0,6,10,0,2,0,4,0,-2,0,-2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,2,0,-6,0,2,0,0,2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,6,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s[51412113],63063,-2079,-861,-147,63,-23,-21,21,0,378,0,18,0,10,-63,-9,-3,3,9,18,0,-6,0,0,-441,105,-5,-3,-1,1,-42,0,-2,0,-3,3,1,0,3,5,-1,1,0,2,-3,3,-3,-42,-14,-6,-2,-2,0,-2,0,-2,-3,1,3,4,0,0,-2,0,-2,3,1,-1,0,-1,21,-9,1,3,-3,6,0,-2,0,0,-3,-1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,-1,2,0,-1,1,-1,0,-1,0,0,0,0,0,0,0,-3,-1,1,0,1,0,0,0,0,0,0,0
s[514115],20384,-1792,-448,0,96,0,0,0,980,224,-28,0,-12,0,-28,8,-4,0,-12,26,-10,2,8,8,-448,0,-32,0,0,0,-28,0,4,0,-4,0,4,2,32,0,0,0,-4,0,-4,0,0,14,28,2,0,6,-10,4,2,0,2,-2,-4,2,0,-2,2,0,2,-6,-2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,1,0,0,0,0
s[5133],15015,165,75,49,-17,-35,-45,105,-825,-69,15,19,7,-5,12,-6,0,-2,4,3,3,3,12,12,75,-35,-25,1,3,5,15,-5,-1,-5,0,-2,-4,3,15,5,3,1,3,-1,0,3,-3,120,20,0,4,8,0,-4,0,4,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,-14,4,-2,0,-6,1,1,1,-2,-2,-2,0,2,1,-2,1,-1,1,0,0,-14,4,-2,0,1,1,1,-2,-2,0,1,1,-1,0,0,-5,1,-1,-3,1,1,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[51322111],64064,-1408,-128,128,-64,0,0,0,-2200,-112,40,8,8,0,8,-4,-8,-4,8,2,-4,-2,-4,-4,448,0,-32,0,0,0,28,0,4,0,4,0,4,-2,0,0,0,0,0,0,0,0,0,204,22,12,-2,-4,0,-2,0,-2,3,1,-3,-2,0,-2,-2,0,0,-6,2,2,0,-2,-64,-16,0,0,0,-4,2,0,2,2,0,0,0,0,0,1,-1,1,0,0,-14,6,-2,2,-2,0,-2,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[513213],48048,-2640,-432,16,-80,48,80,-112,-264,168,72,-8,-8,-24,-120,-12,0,4,-8,-12,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-20,8,-4,0,6,-2,2,2,0,-2,3,0,0,0,0,0,0,-2,0,-2,1,0,-8,-20,0,-4,8,4,-2,0,-2,-2,0,0,0,0,0,2,0,-1,2,2,14,6,2,2,2,0,2,-1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,1,0,0,0,0,0,0,0,0
s[513123],35035,-1925,-105,175,19,35,15,-105,-770,-140,-42,-20,-2,20,91,25,3,1,-5,7,1,3,4,4,525,77,-15,-7,-11,5,0,2,0,2,-3,-1,-3,3,-13,3,-1,7,2,0,-1,-3,-3,-70,0,10,0,-6,-10,0,-2,0,-4,0,2,0,2,0,0,2,2,0,0,0,0,0,-35,-5,5,3,-3,-5,1,-1,-2,-2,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,1,1,2,0,-1,-1,-1,0,1,4,-2,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[51312212],69498,-5346,-486,270,-54,-18,-54,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,90,-18,18,6,-6,0,0,0,0,0,0,0,0,-18,-6,-2,-6,0,0,0,-6,6,-162,-36,-6,0,6,0,0,0,0,0,0,0,6,0,2,0,0,2,3,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-3,-3,0,0,0,0,3,-1,0,-1,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,1,0,-1,0,0,0,0,0,0,0
s[51312114],47775,-5775,-525,245,-25,25,-5,-35,2100,210,0,-10,-4,10,-105,-15,3,5,-1,-15,3,-3,-6,-6,-525,-35,-25,1,-5,5,0,10,-4,-2,3,1,-1,-3,15,1,3,5,0,-2,3,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,7,1,-5,5,-1,1,2,2,-5,1,-1,1,-1,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,-1,1,-2,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0
s[513116],14014,-2618,-98,182,14,-10,-50,70,1540,28,-56,-16,-4,20,28,10,4,2,-4,1,1,1,1,1,-602,-42,-2,14,6,-10,-14,6,-2,2,-2,0,-2,1,18,-6,2,-6,0,0,0,2,2,154,42,2,2,-6,-5,3,-1,-1,-2,0,1,-2,-2,-2,1,1,-2,-6,2,2,0,-2,-28,-10,-4,-2,4,-1,-1,-1,-1,-1,2,0,2,-1,0,2,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,0
